CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20ze
Forest Park/Walbrook,hhm75,19.13,20.706722,22.249985,23.18677,22.46,23.153105,23.916944,24.445005,27.290354,28.84427,,
Forest Park/Walbrook,hhpov,,,,,,20.340587,18.942937,19.262673,17.76028,16.757246,,
Forest Park/Walbrook,hhs,3943.0,,,,,,,,,4084.0,,
Forest Park/Walbrook,juvarr,,20.754717,18.867925,25.471698,9.433962,5.660377,,,,,,
Forest Park/Walbrook,juvdrug,,5.660377,4.716981,7.54717,2.830189,0.0,,,,,,
Forest Park/Walbrook,juvviol,,4.716981,5.660377,5.660377,3.773585,1.886792,,,,,,
Forest Park/Walbrook,male,4469.0,,,,,,,,,,,
Forest Park/Walbrook,mhhi,36858.6,37140.720096,36737.1525,37351.850211,37160.584746,39204.766355,40478.62766,42499.5,44764.305164,44664.01546,,
Forest Park/Walbrook,ownroc,63.0,59.91,60.055575,58.119362,56.443209,56.443209,54.251996,53.624696,53.624696,51.785095,51.785095,
Forest Park/Walbrook,p2more,1.147325,,,,,1.274445,1.659452,1.69358,3.192744,3.321415,2.567367,
Forest Park/Walbrook,paa,94.872576,,,,,95.001099,94.413523,95.057109,93.705215,93.328942,89.836622,
Forest Park/Walbrook,pasi,0.142146,,,,,0.054933,0.061843,0.059078,0.063492,0.112909,0.488012,
Forest Park/Walbrook,phisp,1.269164,,,,,1.406284,1.443001,,1.287982,1.458412,2.42945,
Forest Park/Walbrook,phsip,,,,,,,,1.024025,,,,
Forest Park/Walbrook,ppac,0.365519,,,,,0.120853,0.103072,0.049232,0.045351,0.084682,1.124549,
Forest Park/Walbrook,prop,,33.50594,35.028937,37.567266,37.7703,39.496396,38.379531,36.755001,35.232003,36.755001,28.733882,
Forest Park/Walbrook,pwhite,2.203269,,,,,2.142386,2.319109,2.116975,1.705215,1.693639,3.554,
Forest Park/Walbrook,racdiv,10.780682,,,,,11.74192,12.773004,10.83383,13.996029,14.949112,,
Forest Park/Walbrook,reosa,,45.05,16.666667,4.0,1.960784,0.840336,1.574803,1.714286,17.96875,12.418301,14.83871,
Forest Park/Walbrook,resrehab,3.75,2.67,2.709274,4.337266,3.577631,3.265023,5.275946,5.341658,7.110649,7.798785,6.759099,
Forest Park/Walbrook,salepr,60250.0,50000.0,50000.0,70000.0,65500.0,50150.0,89900.0,85000.0,118000.0,153625.0,,
Forest Park/Walbrook,shomes,81.0,87.0,55.0,49.0,129.0,93.0,141.0,125.0,178.0,224.0,,
Forest Park/Walbrook,shoot,,3.452127,3.452127,,,1.726064,3.959793,2.842928,2.639862,3.655193,2.233729,
Forest Park/Walbrook,totalres,2883.0,2881.0,2879.0,2882.0,2879.0,2879.0,2881.0,2883.0,2883.0,2885.0,2885.0,
Forest Park/Walbrook,tpop,9849.0,,,,,,,,,,9426.0,
Forest Park/Walbrook,vacant,5.62,5.73,6.391108,6.210965,6.043765,6.321639,6.456092,6.382241,6.451613,6.724437,5.892548,
Forest Park/Walbrook,vio,5.06,5.102395,4.61966,6.48855,,4.408192,4.720583,6.555671,7.180021,4.7487,3.812825,
Forest Park/Walbrook,viol,10.356381,11.777845,11.777845,13.097776,11.7778,11.980912,12.590111,14.925373,15.839171,16.245304,11.676312,
Glen-Fallstaff,Hhsi,,,,,,,,,,,,2.32
Glen-Fallstaff,affordm,43.333333,43.022774,43.333333,47.227273,48.0458,47.482353,39.650464,37.467018,36.430834,35.725678,,
Glen-Fallstaff,affordr,55.121799,51.282854,50.842057,47.227273,46.7638,50.261932,53.060672,54.14859,54.050892,54.834096,,
Glen-Fallstaff,age18_,15.381521,,,,,17.487571,17.685772,18.398894,18.034441,17.815943,,
Glen-Fallstaff,age24_,9.306692,,,,,7.45751,7.490726,6.428302,6.623352,6.46792,,
Glen-Fallstaff,age5_,6.624648,,,,,7.012371,7.718081,7.113234,8.036334,7.517822,,
Glen-Fallstaff,age64_,50.811318,,,,,50.242803,50.035898,50.351891,49.763452,48.619572,,
Glen-Fallstaff,age65_,17.88,,,,,17.799746,17.069523,17.707679,17.542421,19.578743,,
Glen-Fallstaff,baltvac,,0.0,0.0,2.5,,,,2.12766,2.325581,2.222222,2.439024,
Glen-Fallstaff,constper,,2.17,0.542741,0.542594,1.344447,2.151116,0.0,5.147656,0.270929,0.263992,0.0,
Glen-Fallstaff,crime,53.573823,51.56229,54.981896,58.2674,51.8305,55.048947,52.299852,67.721604,57.328684,56.792276,44.119619,
Glen-Fallstaff,dom,120.0,60.0,61.0,54.0,47.0,35.0,37.0,24.0,31.0,31.0,21.0,
Glen-Fallstaff,domvio,47.203969,49.349604,47.673327,,,,,,,,,
Glen-Fallstaff,fam,27.050203,,,,,25.816295,26.746876,25.199188,27.195973,25.337404,,
Glen-Fallstaff,female,8131.0,,,,,,,,,,,
Glen-Fallstaff,femhhs,44.783862,,,,,51.300236,46.885813,42.777433,38.208955,39.251744,,
Glen-Fallstaff,fore,2.17,0.92,1.356852,1.899078,1.98978,1.559559,1.760087,1.706855,1.246275,1.165312,0.271003,
Glen-Fallstaff,hh25inc,34.42,33.917405,34.440256,33.672344,34.0156,35.18462,35.384853,33.994688,32.196785,32.615681,,
Glen-Fallstaff,hh40inc,19.23,18.5078,17.932728,15.202571,16.4045,15.166311,15.378683,15.32573,15.181036,16.645244,,
Glen-Fallstaff,hh60inc,18.1,18.090528,19.74424,18.99434,17.0918,17.073543,15.209008,16.091236,14.969963,14.090617,,
Glen-Fallstaff,hh75inc,8.7,7.173999,6.739477,9.424366,8.72155,7.293256,8.406602,9.029839,9.092385,10.66838,,
Glen-Fallstaff,hhchpov,,,,,21.026895,27.512978,30.681548,27.400642,26.230303,28.945343,,
Glen-Fallstaff,hhm75,19.54,22.310269,21.1433,22.706379,23.77,25.28227,25.620855,25.558506,28.559831,25.980077,,
Glen-Fallstaff,hhpov,,,,,,19.79638,20.295738,17.763938,16.797443,16.94704,,
Glen-Fallstaff,hhs,6414.0,,,,,,,,,6224.0,,
Glen-Fallstaff,juvarr,,26.206897,20.689655,30.344828,21.37931,12.413793,,,,,,
Glen-Fallstaff,juvdrug,,6.206897,8.965517,5.517241,3.448276,0.689655,,,,,,
Glen-Fallstaff,juvviol,,2.758621,4.137931,13.793103,11.034483,4.827586,,,,,,
Glen-Fallstaff,male,6783.0,,,,,,,,,,,
Glen-Fallstaff,mhhi,35785.18,37372.323875,37344.663717,40718.882743,39694.182927,39690.75067,39313.541551,40869.826,42439.089124,40970.27004,,
Glen-Fallstaff,ownroc,78.0,75.57,76.472185,75.529029,73.675719,73.675719,72.705118,72.7987,72.7987,70.162602,70.162602,
Glen-Fallstaff,p2more,1.448304,,,,,1.977107,1.561565,1.570944,1.204819,0.939728,2.807477,
Glen-Fallstaff,paa,63.028027,,,,,61.804833,63.120737,63.063969,63.596796,64.938432,57.039387,
Glen-Fallstaff,pasi,1.401368,,,,,2.058041,2.070121,1.577228,2.176244,0.926766,1.26233,
Glen-Fallstaff,phisp,5.732868,,,,,5.746329,5.09154,,3.948779,3.033052,11.733462,
Glen-Fallstaff,phsip,,,,,,,,4.499183,,,,
Glen-Fallstaff,ppac,0.657101,,,,,1.508845,0.424794,0.785472,0.422633,0.36941,1.414086,
Glen-Fallstaff,prop,,40.163605,41.638729,44.924232,39.8284,40.767065,39.627196,49.215502,40.364758,40.431809,31.91632,
Glen-Fallstaff,pwhite,27.732332,,,,,26.904844,27.731243,28.503205,28.650729,29.792612,25.743257,
Glen-Fallstaff,racdiv,56.474321,,,,,57.696904,55.042938,54.158043,52.954198,50.379957,,
Glen-Fallstaff,reosa,,30.0,20.3125,5.617978,1.176471,2.631579,0.78125,2.068966,13.986014,17.829457,14.444444,
Glen-Fallstaff,resrehab,2.74,1.19,2.116689,2.767227,2.151116,2.769562,3.005686,3.251151,3.711731,2.956705,3.441734,
Glen-Fallstaff,salepr,102600.0,90000.0,127500.0,127450.0,87500.0,63500.0,80000.0,107500.0,129000.0,131050.0,,
Glen-Fallstaff,shomes,90.0,73.0,55.0,92.0,138.0,142.0,147.0,140.0,200.0,180.0,,
Glen-Fallstaff,shoot,,0.469358,1.139869,,,2.547942,0.469358,1.408073,1.408073,1.743328,1.273971,
Glen-Fallstaff,totalres,3691.0,3685.0,3685.0,3686.0,3719.0,3719.0,3693.0,3691.0,3691.0,3690.0,3690.0,
Glen-Fallstaff,tpop,14914.0,,,,,,,,,,14497.0,
Glen-Fallstaff,vacant,0.68,0.79,0.922659,1.085187,1.102447,1.344447,1.353913,1.273368,1.164996,1.219512,1.111111,
Glen-Fallstaff,vio,1.06,1.302578,1.356852,1.383614,,2.978608,1.895478,3.630452,2.059063,1.056911,1.626016,
Glen-Fallstaff,viol,11.733941,11.398686,13.343167,12.203299,11.3316,13.47727,12.203299,17.366233,16.963927,16.360467,12.203299,
Greater Charles Village/Barclay,Hhsi,,,,,,,,,,,,1.98
Greater Charles Village/Barclay,affordm,34.680679,34.852547,34.680679,37.181818,39.5756,37.814397,39.409722,34.471545,29.740681,23.257699,,
Greater Charles Village/Barclay,affordr,47.787215,49.44086,31.750466,37.181818,51.4041,52.053429,54.198317,49.782703,47.929901,45.956965,,
Greater Charles Village/Barclay,age18_,5.069855,,,,,5.925344,6.26703,6.308454,6.915588,7.493255,,
Greater Charles Village/Barclay,age24_,33.866146,,,,,30.297173,30.075689,29.573935,29.229491,26.342899,,
Greater Charles Village/Barclay,age5_,3.190775,,,,,4.632762,4.716924,3.948897,3.656654,4.200392,,
Greater Charles Village/Barclay,age64_,50.625343,,,,,52.065716,51.099001,52.185341,52.689066,54.218788,,
Greater Charles Village/Barclay,age65_,7.25,,,,,7.079005,7.841356,7.983373,7.509201,7.744665,,
Greater Charles Village/Barclay,baltvac,,42.727273,37.142857,8.8,,,,15.204678,13.496933,13.75,12.820513,
Greater Charles Village/Barclay,constper,,0.0,0.271003,0.0,0.0,1.629992,2.930989,0.0,0.0,0.0,0.0,
Greater Charles Village/Barclay,crime,74.309072,67.293027,69.245318,70.099445,68.8183,71.136599,72.051736,67.171008,72.356781,64.120554,44.536636,
Greater Charles Village/Barclay,dom,90.0,73.0,36.0,22.0,40.0,33.0,28.0,27.0,24.5,26.0,20.0,
Greater Charles Village/Barclay,domvio,43.316454,41.303154,46.977,,,,,,,,,
Greater Charles Village/Barclay,fam,11.065341,,,,,11.854972,13.385226,12.679575,13.760025,14.735178,,
Greater Charles Village/Barclay,female,7863.0,,,,,,,,,,,
Greater Charles Village/Barclay,femhhs,49.293967,,,,,30.837563,40.935006,41.871921,40.457143,36.266094,,
Greater Charles Village/Barclay,fore,1.58,0.98,1.273713,1.922036,1.33116,1.005162,0.772715,0.718659,0.904977,0.88,0.133333,
Greater Charles Village/Barclay,hh25inc,39.82,41.185134,42.710165,43.574706,44.2988,41.79329,39.346764,35.774516,32.505111,29.470356,,
Greater Charles Village/Barclay,hh40inc,14.5,14.564917,14.543919,13.908118,15.061,16.428464,16.285104,14.943785,15.143891,15.588933,,
Greater Charles Village/Barclay,hh60inc,16.34,16.395541,18.23679,18.282007,17.8354,15.601023,16.163004,17.19238,17.282592,15.920949,,
Greater Charles Village/Barclay,hh75inc,7.44,6.077329,5.553736,6.730707,4.96951,5.761998,6.532357,6.13679,6.541909,7.035573,,
Greater Charles Village/Barclay,hhchpov,,,,,42.432619,42.048055,44.968732,40.369231,33.08007,25.609096,,
Greater Charles Village/Barclay,hhm75,21.91,21.777079,18.955391,17.504462,17.84,20.415225,21.672772,25.95253,28.526498,31.98419,,
Greater Charles Village/Barclay,hhpov,,,,,,23.847087,25.954621,18.991416,17.944785,13.188976,,
Greater Charles Village/Barclay,hhs,7040.0,,,,,,,,,6325.0,,
Greater Charles Village/Barclay,juvarr,,174.0,130.0,114.0,134.0,88.0,,,,,,
Greater Charles Village/Barclay,juvdrug,,34.0,12.0,10.0,6.0,8.0,,,,,,
Greater Charles Village/Barclay,juvviol,,38.0,34.0,4.0,50.0,16.0,,,,,,
Greater Charles Village/Barclay,male,8528.0,,,,,,,,,,,
Greater Charles Village/Barclay,mhhi,31658.96,30130.787791,28899.22,30011.13363,30845.241546,32241.138221,34641.928571,39097.219608,42852.482824,46334.96023,,
Greater Charles Village/Barclay,ownroc,45.0,43.6,43.387534,42.98863,43.167617,43.167617,42.765787,43.705084,43.705084,43.6,43.6,
Greater Charles Village/Barclay,p2more,2.757611,,,,,3.467021,4.232516,3.728834,4.440223,3.930586,5.240793,
Greater Charles Village/Barclay,paa,34.732475,,,,,32.036724,33.702695,33.443365,33.628161,32.542311,30.341124,
Greater Charles Village/Barclay,pasi,13.330486,,,,,13.862044,13.236452,12.078978,11.842574,11.068187,15.958451,
Greater Charles Village/Barclay,phisp,4.789214,,,,,5.200532,4.892522,,5.829277,6.076772,9.01204,
Greater Charles Village/Barclay,phsip,,,,,,,,5.189804,,,,
Greater Charles Village/Barclay,ppac,0.573485,,,,,0.948297,0.896155,0.996393,0.451146,0.56414,0.802644,
Greater Charles Village/Barclay,prop,,52.101763,53.0169,54.115063,51.5527,49.173327,50.637545,43.133427,51.552681,45.085718,27.698127,
Greater Charles Village/Barclay,pwhite,43.816729,,,,,44.485383,43.039661,44.562626,43.808619,45.818003,38.644948,
Greater Charles Village/Barclay,racdiv,67.845242,,,,,67.515185,68.02051,67.074976,67.620431,66.402076,,
Greater Charles Village/Barclay,reosa,,27.08,9.401709,2.4,2.531646,0.0,2.068966,0.452489,5.357143,5.172414,7.142857,
Greater Charles Village/Barclay,resrehab,2.69,2.86,4.146341,4.168923,2.906819,5.161641,4.263256,5.696034,7.239819,6.861702,6.213333,
Greater Charles Village/Barclay,salepr,146000.0,135000.0,185000.0,170000.0,189900.0,167000.0,170000.0,185000.0,198500.0,199900.0,,
Greater Charles Village/Barclay,shomes,110.0,108.0,121.0,121.0,177.0,130.0,173.0,231.0,228.0,284.0,,
Greater Charles Village/Barclay,shoot,,1.708255,1.769264,,,1.891282,2.6844,3.660545,2.989445,2.562382,2.6844,
Greater Charles Village/Barclay,totalres,3675.0,3675.0,3690.0,3694.0,3681.0,3681.0,3753.0,3757.0,3757.0,3750.0,3750.0,
Greater Charles Village/Barclay,tpop,16391.0,,,,,,,,,,16944.0,
Greater Charles Village/Barclay,vacant,9.58,8.95,7.588076,6.767731,5.650638,5.40614,7.380762,4.551504,4.338568,4.266667,4.16,
Greater Charles Village/Barclay,vio,3.59,6.312925,8.428184,9.285328,,3.890221,2.851052,5.616183,6.78733,3.36,3.893333,
Greater Charles Village/Barclay,viol,17.143554,15.191263,16.228418,14.947227,16.6555,21.414191,20.926118,23.4885,20.8041,19.034836,16.838509,
Greater Govans,Hhsi,,,,,,,,,,,,2.61
Greater Govans,affordm,36.324524,36.561142,36.324524,41.879833,42.0,43.515471,45.992366,46.957591,41.169154,39.161755,,
Greater Govans,affordr,61.728395,64.281843,40.109556,41.879833,50.7448,51.889683,48.496241,54.13318,56.200847,62.289367,,
Greater Govans,age18_,17.301751,,,,,15.740569,13.792774,16.223776,15.363283,16.934334,,
Greater Govans,age24_,10.027151,,,,,11.46627,9.625311,7.664336,7.422814,6.585574,,
Greater Govans,age5_,7.124801,,,,,7.489314,7.579813,8.270396,8.753929,8.495676,,
Greater Govans,age64_,52.775957,,,,,52.109273,53.928503,52.242424,52.412646,52.580063,,
Greater Govans,age65_,12.77,,,,,13.194573,15.0736,15.599068,16.047329,15.404352,,
Greater Govans,baltvac,,16.025641,4.790419,3.571429,,,,4.819277,3.125,3.97351,4.477612,
Greater Govans,constper,,0.0,0.0,0.536337,0.804074,0.268025,0.267953,0.535619,0.0,0.0,0.0,
Greater Govans,crime,42.224511,38.198671,44.377867,39.97753,39.8839,48.965453,38.011422,51.58693,41.475517,34.640951,30.989608,
Greater Govans,dom,99.0,50.0,71.0,44.5,44.0,46.0,43.0,37.0,34.0,29.0,30.5,
Greater Govans,domvio,45.033237,42.599008,45.594982,,,,,,,,,
Greater Govans,fam,33.930764,,,,,31.623296,28.677379,29.536391,30.04281,31.214906,,
Greater Govans,female,5915.0,,,,,,,,,,,
Greater Govans,femhhs,60.274964,,,,,63.087774,56.896552,63.459916,55.071249,53.965658,,
Greater Govans,fore,2.1,1.13,1.502146,2.869402,2.49263,2.760654,2.090032,1.794322,1.44617,1.368026,0.509657,
Greater Govans,hh25inc,36.0,35.669542,38.151934,37.351256,35.3694,34.522924,31.149567,28.29013,26.668346,30.372639,,
Greater Govans,hh40inc,20.07,21.994394,17.788217,18.8507,18.9522,18.463445,19.060569,20.338983,19.919416,16.564574,,
Greater Govans,hh60inc,17.55,16.721566,16.797611,18.505472,17.4795,17.596035,17.527812,17.946162,17.426341,17.585503,,
Greater Govans,hh75inc,8.61,8.881539,11.497175,9.034382,10.5022,10.904585,10.284302,11.64008,11.709897,10.847371,,
Greater Govans,hhchpov,,,,,31.414674,39.08,42.551253,47.240705,44.28684,46.453089,,
Greater Govans,hhm75,17.77,16.732959,15.765063,16.25819,17.7,18.513011,21.97775,21.784646,24.276001,24.629913,,
Greater Govans,hhpov,,,,,,21.31557,19.269247,19.532265,17.98873,20.5,,
Greater Govans,hhs,4073.0,,,,,,,,,3918.0,,
Greater Govans,juvarr,,25.974026,21.645022,27.705628,22.510823,17.316017,,,,,,
Greater Govans,juvdrug,,11.255411,6.926407,11.255411,8.658009,4.329004,,,,,,
Greater Govans,juvviol,,10.38961,4.329004,2.597403,3.463203,2.597403,,,,,,
Greater Govans,male,4766.0,,,,,,,,,,,
Greater Govans,mhhi,36069.82,34075.271739,38396.196629,34578.523364,36530.70155,37457.314346,39829.034,41249.75,42666.78937,42173.47826,,
Greater Govans,ownroc,64.0,60.57,62.151288,61.276482,59.233449,59.233449,56.752412,55.731119,55.731119,52.628755,52.628755,
Greater Govans,p2more,1.301376,,,,,2.081398,1.242592,1.146853,1.12775,1.710539,3.398311,
Greater Govans,paa,90.852916,,,,,89.713808,89.543108,90.013986,89.998151,88.738953,86.490149,
Greater Govans,pasi,0.496208,,,,,0.157963,0.152934,0.09324,0.295803,0.456144,0.302304,
Greater Govans,phisp,1.348188,,,,,2.304404,2.131524,,1.950453,2.831892,2.189096,
Greater Govans,phsip,,,,,,,,1.948718,,,,
Greater Govans,ppac,0.552383,,,,,0.0,0.076467,0.111888,0.110926,0.09503,0.719274,
Greater Govans,prop,,29.0235,33.142964,29.772493,30.6151,37.262429,24.904035,36.232562,27.993634,22.844303,18.724838,
Greater Govans,pwhite,5.448928,,,,,5.742427,6.853374,6.685315,6.516916,6.167443,6.900865,
Greater Govans,racdiv,18.565472,,,,,21.510062,21.642513,20.532109,20.401002,23.752679,,
Greater Govans,reosa,,47.44,25.0,5.434783,4.587156,1.724138,0.684932,1.522843,22.068966,14.285714,11.176471,
Greater Govans,resrehab,1.51,1.39,2.038627,2.064897,2.573037,2.573037,3.29582,4.231387,5.008034,5.132835,5.740343,
Greater Govans,salepr,47094.0,37000.0,62750.0,60000.0,50600.0,50000.0,73000.0,71300.0,104000.0,89758.0,,
Greater Govans,shomes,92.0,61.0,54.0,73.0,100.0,98.0,153.0,134.0,177.0,265.0,,
Greater Govans,shoot,,2.434229,1.685235,,,3.183223,2.995974,2.995974,2.340605,3.651344,3.651344,
Greater Govans,totalres,3720.0,3730.0,3728.0,3729.0,3731.0,3731.0,3732.0,3734.0,3734.0,3728.0,3728.0,
Greater Govans,tpop,10681.0,,,,,,,,,,9593.0,
Greater Govans,vacant,4.06,4.0,4.479614,4.505229,4.878049,4.958456,4.340836,4.445635,4.284949,4.050429,3.594421,
Greater Govans,vio,3.17,4.450402,2.414163,4.66613,,2.679528,3.885316,5.623996,6.829138,4.399142,4.050429,
Greater Govans,viol,12.077521,9.175171,11.234903,9.83054,8.98792,11.328527,12.452018,14.043629,13.481884,11.796648,12.264769,
Greater Mondawmin,Hhsi,,,,,,,,,,,,2.49
Greater Mondawmin,affordm,40.082988,38.072519,40.082988,31.474104,31.1927,31.339402,33.542714,40.914561,41.533181,42.576687,,
Greater Mondawmin,affordr,46.879756,58.559154,32.398453,31.474104,63.4806,58.802817,57.421875,54.176611,49.087591,49.57265,,
Greater Mondawmin,age18_,15.736966,,,,,12.63464,13.273778,14.280999,11.915684,12.103109,,
Greater Mondawmin,age24_,15.543875,,,,,19.248169,17.519706,17.163604,16.120577,16.174356,,
Greater Mondawmin,age5_,5.460202,,,,,5.461008,4.624277,3.817802,2.905199,3.341078,,
Greater Mondawmin,age64_,47.951083,,,,,47.490306,49.111929,48.740235,52.42464,51.288859,,
Greater Mondawmin,age65_,15.31,,,,,15.165877,15.47031,15.997359,16.633901,17.092599,,
Greater Mondawmin,baltvac,,6.521739,7.2,6.410256,,,,6.0,4.899777,4.008439,3.151261,
Greater Mondawmin,constper,,0.0,0.291375,0.0,0.87108,0.58072,0.0,1.171303,0.0,0.0,0.0,
Greater Mondawmin,crime,112.422227,107.058571,98.583995,93.863978,102.875,104.26947,90.323965,82.6003,84.31667,81.527569,62.647501,
Greater Mondawmin,dom,88.0,69.0,41.0,40.0,33.0,34.0,24.0,31.0,28.0,28.5,23.5,
Greater Mondawmin,domvio,62.540227,65.543875,60.502038,,,,,,,,,
Greater Mondawmin,fam,29.948067,,,,,24.872286,26.406926,25.676526,21.487857,21.84953,,
Greater Mondawmin,female,5278.0,,,,,,,,,,,
Greater Mondawmin,femhhs,66.570328,,,,,83.311938,75.175644,74.387255,73.676681,67.718795,,
Greater Mondawmin,fore,2.12,1.13,1.544289,2.999418,1.62602,1.916376,1.756955,1.434846,1.610542,1.316945,0.263389,
Greater Mondawmin,hh25inc,32.92,35.96433,29.249613,32.454491,34.3201,37.356322,35.37415,36.154814,34.552721,35.07837,,
Greater Mondawmin,hh40inc,21.55,17.865692,21.476774,18.866453,17.3064,17.560664,16.914038,15.6073,18.167845,20.501567,,
Greater Mondawmin,hh60inc,15.6,17.666969,17.901996,18.379487,17.3715,16.347382,17.965368,18.911265,17.399324,13.761755,,
Greater Mondawmin,hh75inc,11.84,8.929735,11.096915,10.030637,10.7677,11.238825,12.244898,11.925739,11.251153,10.407524,,
Greater Mondawmin,hhchpov,,,,,30.517711,28.571429,28.767123,37.469136,45.763994,44.152047,,
Greater Mondawmin,hhm75,18.09,19.573275,20.274703,20.268932,20.23,17.496807,17.501546,17.400881,18.628958,20.250784,,
Greater Mondawmin,hhpov,,,,,,18.307427,17.172264,18.768328,19.485714,17.416715,,
Greater Mondawmin,hhs,3466.0,,,,,,,,,3190.0,,
Greater Mondawmin,juvarr,,121.338912,158.995816,121.338912,107.740586,51.25523,,,,,,
Greater Mondawmin,juvdrug,,31.380753,24.058577,14.644351,19.874477,3.138075,,,,,,
Greater Mondawmin,juvviol,,19.874477,21.966527,19.874477,39.748954,16.736402,,,,,,
Greater Mondawmin,male,4044.0,,,,,,,,,,,
Greater Mondawmin,mhhi,37034.48,35203.447674,38912.26087,38014.548485,38655.182796,35968.39267,35968.39267,37254.45098,36968.784247,33663.38931,,
Greater Mondawmin,ownroc,55.0,51.62,52.505828,51.485149,49.970964,49.970964,47.232796,46.764275,46.764275,43.400644,43.400644,
Greater Mondawmin,p2more,1.190732,,,,,2.757432,2.438255,2.640555,2.522936,2.96493,2.697384,
Greater Mondawmin,paa,96.181077,,,,,94.355881,94.114556,94.003741,94.211446,93.660803,87.473952,
Greater Mondawmin,pasi,0.193092,,,,,0.26928,0.231214,0.407085,0.393185,0.331895,3.426719,
Greater Mondawmin,phisp,0.922549,,,,,0.430849,1.177089,,1.201398,1.648412,1.991202,
Greater Mondawmin,phsip,,,,,,,,1.023215,,,,
Greater Mondawmin,ppac,0.418365,,,,,0.26928,0.472937,0.42909,0.283967,0.132758,0.590414,
Greater Mondawmin,prop,,85.067582,71.014804,67.474791,74.233,74.876636,68.332976,54.065651,54.065651,53.207466,40.978331,
Greater Mondawmin,pwhite,1.094186,,,,,1.917277,1.565949,1.496314,1.387069,1.261201,3.820329,
Greater Mondawmin,racdiv,8.1526,,,,,11.370397,13.13823,12.833263,12.835232,14.510914,,
Greater Mondawmin,reosa,,41.38,29.411765,3.125,1.449275,2.409639,2.739726,0.641026,20.930233,14.285714,11.2,
Greater Mondawmin,resrehab,1.31,1.8,1.515152,1.426907,1.829268,1.538908,2.020498,2.635432,3.63104,4.118801,4.272754,
Greater Mondawmin,salepr,34000.0,41950.0,28000.0,57000.0,40500.0,36100.0,41500.0,53610.0,84000.0,99990.0,,
