CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20ze
Harbor East/Little Italy,hhs,2305.0,,,,,,,,,2181.0,,
Harbor East/Little Italy,juvarr,,90.909091,64.935065,101.731602,60.606061,49.78355,,,,,,
Harbor East/Little Italy,juvdrug,,12.987013,19.480519,10.822511,12.987013,2.164502,,,,,,
Harbor East/Little Italy,juvviol,,47.619048,15.151515,38.961039,28.138528,17.316017,,,,,,
Harbor East/Little Italy,male,2628.0,,,,,,,,,,,
Harbor East/Little Italy,mhhi,29475.3,30550.737288,30283.276667,31547.309524,36578.631579,39573.553191,44641.928571,46666.333333,44087.02027,38087.61765,,
Harbor East/Little Italy,ownroc,42.0,40.58,37.817109,37.640118,36.925795,36.925795,37.326389,36.574074,36.574074,33.184107,33.184107,
Harbor East/Little Italy,p2more,1.590531,,,,,0.813008,0.793511,0.93277,1.174597,0.450741,4.018301,
Harbor East/Little Italy,paa,57.943407,,,,,58.483563,55.810263,52.094333,55.763488,56.020605,44.10185,
Harbor East/Little Italy,pasi,4.586647,,,,,4.825027,4.549462,5.332629,4.91738,3.434213,7.837677,
Harbor East/Little Italy,phisp,6.787498,,,,,8.695652,10.633045,,8.003185,8.177721,8.991446,
Harbor East/Little Italy,phsip,,,,,,,,14.69553,,,,
Harbor East/Little Italy,ppac,0.573331,,,,,0.159067,0.423206,0.404787,0.656978,0.83709,0.994629,
Harbor East/Little Italy,prop,,141.298317,112.076937,119.474755,129.462,126.872573,84.705012,69.169595,86.924357,65.100795,48.27076,
Harbor East/Little Italy,pwhite,28.518587,,,,,27.023683,27.790513,26.539951,29.484372,31.079631,34.056097,
Harbor East/Little Italy,racdiv,61.767216,,,,,61.803605,64.214,67.734173,61.894181,60.821447,,
Harbor East/Little Italy,reosa,,31.25,2.631579,0.0,0.0,2.857143,0.0,0.0,6.451613,0.0,9.090909,
Harbor East/Little Italy,resrehab,1.44,1.57,1.415929,1.769912,3.76914,2.473498,2.083333,3.761574,3.993056,2.962549,3.077784,
Harbor East/Little Italy,salepr,242500.0,202500.0,242000.0,292900.0,298000.0,284000.0,319600.0,300000.0,295000.0,304500.0,,
Harbor East/Little Italy,shomes,46.0,42.0,47.0,51.0,99.0,55.0,77.0,79.0,87.0,70.0,,
Harbor East/Little Italy,shoot,,2.219345,0.369891,,,2.589236,2.219345,2.774182,1.294618,5.363418,4.0688,
Harbor East/Little Italy,totalres,1596.0,1595.0,1695.0,1695.0,1698.0,1698.0,1728.0,1728.0,1728.0,1787.0,1787.0,
Harbor East/Little Italy,tpop,5407.0,,,,,,,,,,5027.0,
Harbor East/Little Italy,vacant,1.63,1.69,1.651917,2.064897,1.943463,1.648999,3.414352,1.62037,1.793981,1.454952,1.566872,
Harbor East/Little Italy,vio,2.76,2.507837,2.654867,6.666667,,3.703704,2.199074,3.587963,2.083333,1.119194,1.566872,
Harbor East/Little Italy,viol,28.481598,24.042907,27.18698,32.180507,28.1117,28.296652,40.687997,41.057888,34.399852,32.920289,22.933235,
Harford/Echodale,Hhsi,,,,,,,,,,,,2.42
Harford/Echodale,affordm,35.117057,37.038187,35.117057,35.141066,37.0023,37.651292,36.710526,33.814839,31.775701,25.618729,,
Harford/Echodale,affordr,58.11044,57.374325,36.709265,35.141066,46.4599,45.889387,45.16129,44.08404,43.496241,42.415094,,
Harford/Echodale,age18_,15.624443,,,,,13.227481,12.123131,11.414054,11.489915,11.566012,,
Harford/Echodale,age24_,9.858068,,,,,7.203756,6.321257,6.927748,7.047395,7.101396,,
Harford/Echodale,age5_,7.334165,,,,,8.031632,7.930073,8.352956,7.511447,6.557984,,
Harford/Echodale,age64_,56.980818,,,,,60.051897,61.4264,61.054654,61.434228,62.967766,,
Harford/Echodale,age65_,10.2,,,,,11.485234,12.199139,12.250589,12.517015,11.806842,,
Harford/Echodale,baltvac,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
Harford/Echodale,constper,,0.59,0.79255,0.395726,0.19802,2.376238,0.396432,0.0,0.0,0.0,0.0,
Harford/Echodale,crime,41.451393,49.290338,41.451393,45.608409,44.2425,45.667795,38.541481,47.746303,35.690956,35.809727,26.961221,
Harford/Echodale,dom,98.0,76.0,51.0,34.0,47.0,41.0,40.0,31.0,28.0,24.5,17.0,
Harford/Echodale,domvio,44.064374,49.171566,46.855514,,,,,,,,,
Harford/Echodale,fam,31.920741,,,,,27.953761,26.726998,26.464466,26.378607,26.107332,,
Harford/Echodale,female,8875.0,,,,,,,,,,,
Harford/Echodale,femhhs,44.358858,,,,,39.90333,38.882619,41.516854,44.730813,40.532716,,
Harford/Echodale,fore,2.58,1.31,2.120071,3.264741,2.69307,2.376238,1.883053,1.42546,1.32647,1.479874,0.434096,
Harford/Echodale,hh25inc,21.77,22.12829,22.300556,22.703361,22.6271,21.288095,20.844646,19.357716,16.936093,15.37415,,
Harford/Echodale,hh40inc,21.41,19.484553,16.458959,16.021037,15.1484,15.252965,14.162896,12.949747,12.826711,12.894936,,
Harford/Echodale,hh60inc,16.93,17.375633,17.415533,15.636074,17.0732,19.501576,21.628959,22.658341,24.354132,24.172336,,
Harford/Echodale,hh75inc,12.96,12.644372,13.526589,13.345786,13.1208,11.860081,11.342383,11.477847,10.651156,9.176115,,
Harford/Echodale,hhchpov,,,,,22.121776,17.117117,18.549157,18.230648,14.364641,9.2401,,
Harford/Echodale,hhm75,26.93,28.367152,30.298362,32.293742,32.03,32.097283,32.021116,33.556348,35.231908,38.382464,,
Harford/Echodale,hhpov,,,,,,9.34171,8.983385,10.157096,9.073412,5.708823,,
Harford/Echodale,hhs,6914.0,,,,,,,,,6615.0,,
Harford/Echodale,juvarr,,32.095658,47.199497,39.647577,30.837004,27.690371,,,,,,
Harford/Echodale,juvdrug,,7.551919,6.293266,6.293266,1.88798,1.88798,,,,,,
Harford/Echodale,juvviol,,9.439899,18.879799,11.327879,12.586532,13.215859,,,,,,
Harford/Echodale,male,7964.0,,,,,,,,,,,
Harford/Echodale,mhhi,51797.31,51208.285464,53957.9375,56066.678654,54085.612903,52708.0625,54464.962264,55808.70389,56655.776074,57933.98913,,
Harford/Echodale,ownroc,84.0,80.61,81.295819,80.470914,78.138614,78.138614,77.621407,77.687587,77.687587,76.006314,76.006314,
Harford/Echodale,p2more,1.81721,,,,,1.037934,1.380796,1.716446,1.596337,1.691985,4.048632,
Harford/Echodale,paa,53.037591,,,,,54.20734,52.368888,57.181807,57.164955,57.521304,58.790274,
Harford/Echodale,pasi,0.967991,,,,,0.642531,0.595389,0.601066,0.946665,0.994195,1.161094,
Harford/Echodale,phisp,3.444385,,,,,3.348573,3.318976,,2.889494,3.174015,4.68693,
Harford/Echodale,phsip,,,,,,,,3.253191,,,,
Harford/Echodale,ppac,0.42164,,,,,0.432473,0.247023,0.0,0.0,0.0,0.905775,
Harford/Echodale,prop,,37.413148,34.146921,35.156482,34.5626,34.503237,27.495695,34.206307,25.773502,26.545519,17.815785,
Harford/Echodale,pwhite,40.311182,,,,,40.33115,42.088928,37.24749,37.402549,36.618501,30.407295,
Harford/Echodale,racdiv,56.964119,,,,,56.29295,55.81348,54.643662,54.347405,54.235886,,
Harford/Echodale,reosa,,30.67,12.578616,2.259887,4.365079,1.785714,0.334448,0.813008,17.5,9.126984,6.60066,
Harford/Echodale,resrehab,1.89,1.86,2.06063,2.136921,2.455446,3.584158,4.856293,5.107899,5.028707,4.69321,4.518548,
Harford/Echodale,salepr,154950.0,134500.0,134950.0,144950.0,123999.0,144450.0,140900.0,150000.0,166000.0,177000.0,,
Harford/Echodale,shomes,124.0,139.0,154.0,130.0,269.0,238.0,321.0,283.0,326.0,339.0,,
Harford/Echodale,shoot,,1.128333,0.831403,,,0.593859,0.712631,1.306491,0.475088,1.544035,1.247105,
Harford/Echodale,totalres,5076.0,5045.0,5047.0,5054.0,5050.0,5050.0,5045.0,5051.0,5051.0,5068.0,5068.0,
Harford/Echodale,tpop,16839.0,,,,,,,,,,16450.0,
Harford/Echodale,vacant,0.2,0.27,0.31702,0.53423,0.950495,1.207921,0.951437,0.930509,0.772124,0.730071,0.710339,
Harford/Echodale,vio,1.48,1.863231,1.941748,2.235853,,1.387512,2.021804,1.960008,1.742229,1.223362,1.243094,
Harford/Echodale,viol,10.689471,11.87719,7.304472,9.561138,8.78912,9.976839,9.858068,12.649207,9.917454,9.264208,9.145436,
Highlandtown,Hhsi,,,,,,,,,,,,2.29
Highlandtown,affordm,37.913043,38.922676,37.913043,26.638655,27.3983,25.128205,20.852018,18.518519,20.456165,18.090839,,
Highlandtown,affordr,40.306583,41.272304,36.177778,26.638655,45.0397,52.956636,52.694236,48.014226,45.151695,38.762215,,
Highlandtown,age18_,7.82069,,,,,6.977699,7.075862,5.965648,5.93993,5.477079,,
Highlandtown,age24_,10.551724,,,,,9.112054,8.358621,7.093221,5.926522,7.316098,,
Highlandtown,age5_,6.427586,,,,,8.318511,8.57931,9.230366,8.460713,7.742537,,
Highlandtown,age64_,65.958621,,,,,65.590368,66.151724,68.257506,71.104854,72.161514,,
Highlandtown,age65_,9.24,,,,,10.001368,9.834483,9.453258,8.567981,7.302772,,
Highlandtown,baltvac,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
Highlandtown,constper,,0.32,0.315657,1.262228,8.408595,7.162878,6.811146,0.924214,0.0,0.612557,0.0,
Highlandtown,crime,77.517241,71.448276,76.137931,96.137931,88.8276,94.896552,85.793103,98.482759,106.482759,83.586207,56.827586,
Highlandtown,dom,107.0,46.0,26.0,21.0,41.0,30.0,29.0,26.0,37.0,37.0,23.0,
Highlandtown,domvio,46.206897,52.827586,56.551724,,,,,,,,,
Highlandtown,fam,17.396746,,,,,16.932027,17.375231,17.274584,16.501168,16.380789,,
Highlandtown,female,3516.0,,,,,,,,,,,
Highlandtown,femhhs,32.374101,,,,,13.562387,10.815603,12.668919,18.053097,21.291449,,
Highlandtown,fore,2.18,1.01,0.852273,1.420006,1.24572,0.965431,0.557276,0.523722,0.369686,0.648148,0.092593,
Highlandtown,hh25inc,20.85,20.669552,21.534553,19.511984,20.4216,22.045315,21.441774,16.982784,15.332944,15.265866,,
Highlandtown,hh40inc,17.62,18.582301,15.747225,11.953691,11.0132,9.828536,8.656808,10.067114,10.484813,9.862779,,
Highlandtown,hh60inc,11.92,10.579791,11.64013,13.492559,11.4223,14.360073,12.476895,10.533995,9.521028,7.833047,,
Highlandtown,hh75inc,13.15,9.710457,9.916072,9.825871,9.18817,6.491121,7.486137,8.754012,8.761682,8.118925,,
Highlandtown,hhchpov,,,,,42.554923,15.205725,21.197719,14.610674,15.151515,21.975806,,
Highlandtown,hhm75,36.46,40.457899,41.16202,45.215895,47.95,47.274954,49.938386,53.662095,55.899533,58.919382,,
Highlandtown,hhpov,,,,,,9.559939,9.009009,6.652512,6.105733,9.251412,,
Highlandtown,hhs,3196.0,,,,,,,,,3498.0,,
Highlandtown,juvarr,,67.278287,116.207951,168.195719,137.614679,91.743119,,,,,,
Highlandtown,juvdrug,,21.406728,33.639144,33.639144,24.464832,30.58104,,,,,,
Highlandtown,juvviol,,15.29052,39.755352,61.16208,67.278287,21.406728,,,,,,
Highlandtown,male,3734.0,,,,,,,,,,,
Highlandtown,mhhi,59209.61,60483.83871,63801.47069,70098.336634,71660.181507,68702.25,74875.55144,82652.132927,88324.005277,94258.48889,,
Highlandtown,ownroc,62.0,59.83,59.375,59.955822,58.299595,58.299595,57.678019,58.348737,58.348737,57.222222,57.222222,
Highlandtown,p2more,1.931034,,,,,2.202764,1.889655,2.228924,1.957629,2.158849,3.412698,
Highlandtown,paa,8.882759,,,,,8.947872,8.910345,10.554609,8.031644,7.8758,6.417234,
Highlandtown,pasi,2.468966,,,,,1.450267,1.889655,1.822473,2.011263,2.132196,4.240363,
Highlandtown,phisp,19.268966,,,,,17.115885,16.068966,,17.672298,16.857676,25.272109,
Highlandtown,phsip,,,,,,,,16.861151,,,,
Highlandtown,ppac,1.062069,,,,,0.095772,0.0,0.0,0.563154,0.506397,0.759637,
Highlandtown,prop,,54.896552,55.310345,74.344828,67.0345,76.827586,62.758621,69.793103,75.448276,59.310345,41.37931,
Highlandtown,pwhite,66.386207,,,,,70.18744,71.241379,68.532844,69.764012,70.469083,59.897959,
Highlandtown,racdiv,62.858016,,,,,52.870894,49.123446,51.035662,51.222721,48.384575,,
Highlandtown,reosa,,25.32,8.290155,1.515152,0.0,0.0,0.83682,0.677966,3.636364,3.6,1.766784,
Highlandtown,resrehab,4.36,4.7,6.02904,8.204481,6.041732,6.259732,8.328173,13.739988,10.412816,8.728943,8.148148,
Highlandtown,salepr,215000.0,191500.0,220000.0,250000.0,265000.0,265000.0,272750.0,259688.0,282000.0,264750.0,,
Highlandtown,shomes,145.0,135.0,177.0,158.0,237.0,196.0,274.0,280.0,227.0,302.0,,
Highlandtown,shoot,,0.275862,2.206897,,,1.103448,0.827586,1.103448,2.068966,1.37931,1.241379,
Highlandtown,totalres,3163.0,3168.0,3168.0,3169.0,3211.0,3211.0,3230.0,3246.0,3246.0,3240.0,3240.0,
Highlandtown,tpop,7250.0,,,,,,,,,,8820.0,
Highlandtown,vacant,1.04,1.13,1.609848,1.704008,1.214575,1.152289,1.486068,1.817622,1.571165,1.512346,1.203704,
Highlandtown,vio,1.36,1.420455,1.799242,3.313348,,1.764706,1.424149,2.464572,2.064079,1.450617,1.049383,
Highlandtown,viol,20.689655,16.551724,20.827586,21.103448,20.8276,17.37931,21.517241,28.137931,31.034483,24.275862,15.448276,
Howard Park/West Arlington,Hhsi,,,,,,,,,,,,2.54
Howard Park/West Arlington,affordm,55.031995,60.07088,55.031995,52.418861,50.8133,48.653501,44.662921,42.726754,45.26749,42.002064,,
Howard Park/West Arlington,affordr,62.341581,67.539267,61.210375,52.418861,63.9634,61.368821,52.688172,50.110701,43.848059,59.413203,,
Howard Park/West Arlington,age18_,15.184402,,,,,13.057898,12.476843,11.498011,12.005028,11.829472,,
Howard Park/West Arlington,age24_,9.261473,,,,,6.633185,6.937755,8.360583,9.140702,11.547609,,
Howard Park/West Arlington,age5_,5.509059,,,,,4.093623,4.140422,4.171454,4.794828,4.756452,,
Howard Park/West Arlington,age64_,50.905914,,,,,49.24666,51.519081,51.206363,49.142498,49.150004,,
Howard Park/West Arlington,age65_,19.14,,,,,26.968635,24.925898,24.763588,24.916944,22.716463,,
Howard Park/West Arlington,baltvac,,3.030303,9.375,0.0,,,,0.0,0.0,1.587302,0.0,
Howard Park/West Arlington,constper,,1.58,0.950269,0.950269,1.585289,1.585289,0.317662,0.318167,0.0,0.0,0.0,
Howard Park/West Arlington,crime,50.492045,48.192771,46.997149,57.573807,45.3417,48.468684,45.985469,53.435115,44.697875,55.550446,35.592753,
Howard Park/West Arlington,dom,104.0,51.0,22.0,40.0,34.0,41.0,34.0,37.0,27.0,33.0,26.0,
Howard Park/West Arlington,domvio,46.261381,45.525614,46.07744,,,,,,,,,
Howard Park/West Arlington,fam,30.256898,,,,,22.648608,20.305307,20.43956,19.90184,22.547619,,
Howard Park/West Arlington,female,5924.0,,,,,,,,,,,
Howard Park/West Arlington,femhhs,54.402516,,,,,42.746401,39.02148,40.143369,52.034525,42.238648,,
Howard Park/West Arlington,fore,3.82,0.86,1.488755,3.040862,3.42422,3.265694,2.414231,2.386255,1.781737,2.28862,0.603942,
Howard Park/West Arlington,hh25inc,27.01,27.950203,31.000076,30.112136,31.2206,32.982192,30.748728,27.912088,22.920245,27.404762,,
Howard Park/West Arlington,hh40inc,25.48,26.437927,24.315118,24.890357,19.8316,15.500376,10.346499,11.062271,12.711656,11.857143,,
Howard Park/West Arlington,hh60inc,17.08,13.873433,13.075244,15.370903,17.1082,18.309506,17.131088,16.556777,20.171779,17.880952,,
Howard Park/West Arlington,hh75inc,12.19,11.331014,9.567378,7.70491,9.40827,10.634562,11.412648,11.697192,11.90184,11.904762,,
Howard Park/West Arlington,hhchpov,,,,,35.505246,30.994475,33.410006,21.644774,18.334235,18.68071,,
Howard Park/West Arlington,hhm75,18.23,20.407423,22.042185,21.921695,22.43,22.573363,30.361037,32.771673,32.294479,30.952381,,
Howard Park/West Arlington,hhpov,,,,,,19.549868,17.422542,15.471869,11.458792,13.321251,,
Howard Park/West Arlington,hhs,4204.0,,,,,,,,,4200.0,,
Howard Park/West Arlington,juvarr,,35.315985,24.163569,47.39777,24.163569,13.011152,,,,,,
Howard Park/West Arlington,juvdrug,,5.576208,6.505576,0.929368,0.0,1.858736,,,,,,
Howard Park/West Arlington,juvviol,,8.364312,10.223048,13.011152,11.152416,3.717472,,,,,,
Howard Park/West Arlington,male,4949.0,,,,,,,,,,,
Howard Park/West Arlington,mhhi,38218.31,37312.183841,37094.581,37521.121972,39467.85625,41821.924699,50516.708101,53318.252212,54999.5,53534.12931,,
Howard Park/West Arlington,ownroc,78.0,74.74,75.324675,73.930947,72.257451,72.257451,69.949174,69.742284,69.742284,68.467896,68.467896,
Howard Park/West Arlington,p2more,1.260002,,,,,1.317161,1.278251,1.732214,1.975397,1.884964,2.706158,
Howard Park/West Arlington,paa,94.325393,,,,,93.774282,93.460541,94.060981,92.708988,92.5218,89.494993,
Howard Park/West Arlington,pasi,0.312701,,,,,0.123188,0.175991,0.185594,0.19754,0.079274,0.479437,
Howard Park/West Arlington,phisp,1.5819,,,,,0.663318,0.833642,,1.391757,1.488593,3.473258,
Howard Park/West Arlington,phsip,,,,,,,,0.777729,,,,
Howard Park/West Arlington,ppac,0.34949,,,,,0.464323,0.805854,0.159081,0.3861,0.369946,1.448967,
Howard Park/West Arlington,prop,,35.31684,37.3402,45.249701,36.5125,37.064288,35.868666,41.294951,33.845305,42.674515,26.763543,
Howard Park/West Arlington,pwhite,2.170514,,,,,3.657728,3.445721,3.084401,3.340217,3.655421,2.397187,
Howard Park/West Arlington,racdiv,12.689797,,,,,12.419162,12.950901,11.580626,14.001934,14.179087,,
Howard Park/West Arlington,reosa,,47.83,21.126761,9.090909,1.960784,2.479339,0.735294,0.487805,20.359281,13.013699,14.465409,
Howard Park/West Arlington,resrehab,2.81,3.14,2.439024,3.135889,3.424223,4.153456,5.082592,6.776965,5.854279,6.319703,6.102988,
Howard Park/West Arlington,salepr,115000.0,74250.0,115000.0,115000.0,70000.0,78000.0,75037.5,101000.0,155000.0,175300.0,,
Howard Park/West Arlington,shomes,71.0,60.0,73.0,50.0,109.0,109.0,136.0,155.0,197.0,205.0,,
Howard Park/West Arlington,shoot,,1.103651,1.563506,,,1.655477,3.310954,2.391244,1.195622,2.023361,1.379564,
Howard Park/West Arlington,totalres,3165.0,3157.0,3157.0,3157.0,3154.0,3154.0,3148.0,3143.0,3143.0,3146.0,3146.0,
Howard Park/West Arlington,tpop,10873.0,,,,,,,,,,9386.0,
Howard Park/West Arlington,vacant,2.02,2.03,4.054482,2.280646,2.441344,2.69499,2.668361,2.418072,2.195355,2.002543,1.748252,
Howard Park/West Arlington,vio,2.59,2.217295,2.090592,3.040862,,3.049555,5.273189,4.995227,3.372574,1.748252,1.621106,
Howard Park/West Arlington,viol,11.404396,12.875931,9.656948,11.588338,7.81753,10.944542,9.656948,11.312425,10.852571,12.875931,8.82921,
Inner Harbor/Federal Hill,Hhsi,,,,,,,,,,,,1.96
Inner Harbor/Federal Hill,affordm,28.166858,29.434698,28.166858,28.83939,31.1187,28.464861,25.129019,23.854337,20.570749,20.44998,,
Inner Harbor/Federal Hill,affordr,39.107333,46.75367,27.332305,28.83939,46.201,50.627005,45.596591,42.413111,36.171516,34.221557,,
Inner Harbor/Federal Hill,age18_,4.760793,,,,,7.20072,5.961538,5.681066,6.588093,6.226966,,
Inner Harbor/Federal Hill,age24_,13.309996,,,,,9.375938,9.349112,10.162632,9.103959,9.973894,,
Inner Harbor/Federal Hill,age5_,4.745235,,,,,4.425443,4.341716,4.268158,4.578422,4.176904,,
Inner Harbor/Federal Hill,age64_,66.627771,,,,,67.506751,69.230769,68.901317,67.497733,67.122236,,
Inner Harbor/Federal Hill,age65_,10.56,,,,,11.491149,11.116864,10.986828,12.231792,12.5,,
Inner Harbor/Federal Hill,baltvac,,3.703704,4.166667,0.0,,,,0.0,0.0,0.0,0.0,
Inner Harbor/Federal Hill,constper,,0.51,0.840477,0.839772,2.503338,3.838451,1.833639,1.502253,1.168419,0.333167,0.0,
Inner Harbor/Federal Hill,crime,165.153374,81.369117,97.782964,88.292493,79.2688,65.888759,69.15597,61.688059,69.389343,67.211202,39.206534,
Inner Harbor/Federal Hill,dom,99.0,56.0,31.0,22.5,28.0,43.0,28.0,33.0,34.0,45.0,35.0,
Inner Harbor/Federal Hill,domvio,57.300613,39.128744,41.540257,,,,,,,,,
Inner Harbor/Federal Hill,fam,11.406901,,,,,13.762569,12.332639,11.846479,12.513501,10.866238,,
Inner Harbor/Federal Hill,female,6327.0,,,,,,,,,,,
Inner Harbor/Federal Hill,femhhs,26.988266,,,,,30.316249,17.973462,22.831633,19.852035,15.915493,,
Inner Harbor/Federal Hill,fore,1.29,0.37,0.73962,1.192476,0.884513,0.300401,0.466744,1.101652,0.467368,0.335064,0.083766,
Inner Harbor/Federal Hill,hh25inc,17.89,20.472607,19.482228,19.988961,19.8633,18.940417,17.256769,14.85343,15.584015,13.498623,,
Inner Harbor/Federal Hill,hh40inc,5.62,4.995377,4.876541,4.101137,6.05923,6.993847,6.024993,7.026292,5.863293,5.846342,,
Inner Harbor/Federal Hill,hh60inc,17.52,14.068669,12.996417,14.033276,11.0402,11.571364,11.142517,11.952251,9.350409,9.075605,,
Inner Harbor/Federal Hill,hh75inc,6.61,7.416705,7.126662,7.145973,7.21336,6.948822,7.006843,7.44938,8.038883,8.233854,,
Inner Harbor/Federal Hill,hhchpov,,,,,9.238777,18.129032,9.171598,8.212928,7.267645,7.024169,,
Inner Harbor/Federal Hill,hhm75,52.37,53.046642,55.518152,54.730653,55.82,55.54555,58.568878,58.718646,61.163401,63.345577,,
Inner Harbor/Federal Hill,hhpov,,,,,,7.528577,2.745256,2.335709,2.010892,3.337668,,
Inner Harbor/Federal Hill,hhs,6724.0,,,,,,,,,6534.0,,
Inner Harbor/Federal Hill,juvarr,,288.461538,413.461538,259.615385,233.974359,185.897436,,,,,,
Inner Harbor/Federal Hill,juvdrug,,38.461538,67.307692,28.846154,19.230769,6.410256,,,,,,
Inner Harbor/Federal Hill,juvviol,,70.512821,32.051282,73.717949,108.974359,28.846154,,,,,,
Inner Harbor/Federal Hill,male,6528.0,,,,,,,,,,,
Inner Harbor/Federal Hill,mhhi,77887.97,78577.810597,83496.49557,83784.370833,88854.214595,88465.20481,94380.113055,98763.46458,100932.230594,103720.0893,,
Inner Harbor/Federal Hill,ownroc,64.0,61.46,60.665658,60.480349,59.045394,59.045394,59.876646,59.93991,59.93991,58.317976,58.317976,
Inner Harbor/Federal Hill,p2more,1.571373,,,,,1.965197,2.869822,2.715432,3.059837,2.295762,4.205237,
Inner Harbor/Federal Hill,paa,11.481914,,,,,12.841284,13.572485,13.886232,11.566939,12.300369,10.77096,
Inner Harbor/Federal Hill,pasi,3.8662,,,,,4.815482,4.319527,5.224814,4.638864,4.85258,5.772282,
Inner Harbor/Federal Hill,phisp,3.166083,,,,,4.672967,5.251479,,5.998791,4.084767,5.00529,
Inner Harbor/Federal Hill,phsip,,,,,,,,5.25425,,,,
Inner Harbor/Federal Hill,ppac,0.404512,,,,,0.180018,0.724852,1.000809,2.326987,2.226658,0.489289,
Inner Harbor/Federal Hill,prop,,70.633995,84.636328,75.690393,68.3781,54.45352,54.45352,44.418514,55.309218,51.108518,30.493971,
Inner Harbor/Federal Hill,pwhite,79.509918,,,,,75.525053,73.261834,71.918463,72.408583,74.239865,73.756943,
Inner Harbor/Federal Hill,racdiv,36.236198,,,,,41.173857,43.979482,45.449877,45.097908,42.219285,,
Inner Harbor/Federal Hill,reosa,,10.59,4.761905,0.824176,0.689655,0.571429,0.0,0.21645,3.726708,1.994302,2.540416,
Inner Harbor/Federal Hill,resrehab,3.9,3.71,4.353673,4.618744,4.823097,4.906542,4.400733,5.441496,4.890669,4.264534,4.824929,
Inner Harbor/Federal Hill,salepr,275000.0,280000.0,284950.0,314000.0,320000.0,290000.0,291000.0,300000.0,301500.0,260000.0,,
Inner Harbor/Federal Hill,shomes,313.0,263.0,336.0,321.0,373.0,321.0,402.0,392.0,356.0,449.0,,
Inner Harbor/Federal Hill,shoot,,0.311163,0.466744,,,0.311163,0.155581,0.466744,0.622326,0.777907,1.322443,
Inner Harbor/Federal Hill,totalres,5894.0,5927.0,5949.0,5954.0,5992.0,5992.0,5999.0,5991.0,5991.0,5969.0,5969.0,
Inner Harbor/Federal Hill,tpop,12855.0,,,,,,,,,,15124.0,
Inner Harbor/Federal Hill,vacant,0.56,0.45,0.403429,0.470272,0.550734,0.517356,0.483414,0.333834,0.350526,0.351818,0.385324,
Inner Harbor/Federal Hill,vio,0.36,1.147292,0.958144,1.293248,,0.450075,0.966828,0.300451,0.550826,0.485844,0.536103,
Inner Harbor/Federal Hill,viol,18.650307,10.735123,13.146636,11.590821,10.424,11.046285,14.469078,16.491637,14.080124,16.102684,8.712563,
Lauraville,Hhsi,,,,,,,,,,,,2.58
Lauraville,affordm,46.15625,44.355336,46.15625,40.423387,34.4741,32.706634,33.64486,27.895534,28.351902,26.771066,,
Lauraville,affordr,57.07196,58.801956,43.288375,40.423387,52.8557,50.149254,45.65425,39.802956,40.149095,37.339056,,
Lauraville,age18_,16.556669,,,,,13.309382,13.465639,13.151649,14.778042,14.85747,,
Lauraville,age24_,8.93832,,,,,8.132604,9.037231,8.863246,9.034217,8.813199,,
Lauraville,age5_,6.005052,,,,,5.478893,6.421191,5.761519,5.456634,5.382668,,
Lauraville,age64_,57.907602,,,,,61.019025,58.110546,56.755872,56.831049,55.713469,,
Lauraville,age65_,10.59,,,,,12.060096,12.965393,15.467714,13.900057,15.233194,,
Lauraville,baltvac,,0.0,1.818182,0.0,,,,0.0,0.0,0.0,0.0,
Lauraville,constper,,0.89,0.0,1.116321,0.446927,0.223464,0.0,0.223714,0.0,0.220507,0.0,
Lauraville,crime,39.59912,47.176729,40.332437,43.347185,38.8658,41.880551,35.199218,43.184226,33.406665,31.695592,27.13273,
Lauraville,dom,106.0,67.0,46.0,34.0,46.0,36.0,43.0,25.0,25.0,30.0,18.0,
Lauraville,domvio,48.806323,54.835818,44.243461,,,,,,,,,
Lauraville,fam,31.882202,,,,,27.723205,27.766554,25.195969,25.329937,25.016903,,
Lauraville,female,6516.0,,,,,,,,,,,
Lauraville,femhhs,40.294511,,,,,32.125984,32.093775,32.0,32.175503,36.666667,,
Lauraville,fore,2.5,1.32,2.009826,3.014066,2.63687,2.391061,1.945003,0.872483,1.834452,1.640081,0.539205,
Lauraville,hh25inc,14.05,13.588226,15.029074,16.265562,15.9187,16.852216,17.14927,14.333707,13.174346,14.356547,,
Lauraville,hh40inc,15.27,14.613242,16.122215,13.868751,13.1056,12.0716,10.123457,11.265398,10.673767,9.91661,,
Lauraville,hh60inc,24.01,22.571531,19.342599,18.930415,14.5568,15.258677,17.126824,17.536394,17.642973,16.700473,,
Lauraville,hh75inc,13.79,14.739063,12.759501,11.720114,15.5392,14.516481,15.690236,14.06495,13.382727,9.172865,,
Lauraville,hhchpov,,,,,12.678571,14.863103,16.026993,16.561656,11.578509,13.777219,,
Lauraville,hhm75,32.88,34.487937,36.746611,39.215157,40.88,41.301026,39.910213,42.799552,45.126187,49.853505,,
Lauraville,hhpov,,,,,,9.356101,9.670638,7.48868,6.218366,6.004213,,
Lauraville,hhs,4686.0,,,,,,,,,4437.0,,
Lauraville,juvarr,,18.726592,23.970037,23.970037,17.977528,12.734082,,,,,,
Lauraville,juvdrug,,2.247191,5.243446,3.745318,2.996255,1.498127,,,,,,
