CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lauraville,tanf,,4.232622,4.955265,3.991741,4.58015,3.509979,3.716449,4.129387,3.028217,4.163799,
Lauraville,teenbir,38.812785,34.246575,27.39726,25.114155,18.26484,18.26484,13.69863,11.415525,20.547945,22.83105,
Lauraville,termbir,85.826772,84.768212,86.0,89.552239,89.932886,92.125984,84.8,85.840708,82.575758,86.363636,
Lauraville,unempl,8.81459,8.368898,10.703328,9.359606,9.73307,8.853327,9.366131,8.315098,6.500608,4.638287,
Lauraville,unempr,11.067013,11.490639,13.834655,12.307218,12.5658,10.227424,12.446959,10.616173,8.429179,5.921156,
Lauraville,wstud,8.174224,11.13,11.4,11.59,10.72,10.81,10.46,10.204082,,12.009238,12.074303
Loch Raven,Fastfd,,0.26125,,0.26125,,,,,0.195938,,
Loch Raven,aastud,96.55325,97.28,97.3,97.34,97.09,96.93,96.46,95.894428,,95.067497,95.362473
Loch Raven,abse,6.557377,10.570825,7.2289,7.0961,10.8719,15.145,11.6989,12.984293,,19.517796,
Loch Raven,abshs,31.39842,28.744939,22.5852,21.6954,24.3711,27.986907,25.205931,39.219015,,37.29097,
Loch Raven,absmd,8.378871,9.583333,8.7886,5.6511,6.681,10.0592,10.5461,12.350598,,18.599562,
Loch Raven,artevnt,,,,,0.195938,0.326563,0.26125,0.195938,0.195938,0.130625,0.0
Loch Raven,bahigher,,23.195519,25.648415,22.456942,22.2,22.155165,19.597675,19.325127,22.559828,26.248102,
Loch Raven,birthwt,88.601036,86.046512,88.068182,86.335404,88.095238,92.941176,89.473684,84.810127,84.662577,85.620915,
Loch Raven,caracc,,38.534387,42.845013,,,51.662204,66.880021,61.916269,61.589707,54.144079,45.261577
Loch Raven,caslt,,63.74502,55.123767,,,39.252825,41.47345,43.890014,36.575011,38.469075,31.08876
Loch Raven,compl,81.00559,87.27,87.27273,84.0,86.585366,85.135135,81.481481,80.536913,,80.291971,77.464789
Loch Raven,drop,2.770449,2.699055,2.228412,0.718391,0.786164,1.800327,1.482702,1.018676,,1.505017,1.485149
Loch Raven,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Loch Raven,empl,59.0,62.136847,66.069221,64.134573,65.5608,63.959004,63.861472,66.364508,67.236414,66.47965,
Loch Raven,farms,75.298277,73.65,68.82,76.516805,,,,,,,
Loch Raven,fastfd,,,,,,,,,,1.04,
Loch Raven,gunhom,,0.0,0.130625,0.065313,0.065312,0.391875,0.065313,0.130625,0.195938,0.195938,0.065313
Loch Raven,hsaalg,30.24911,25.896414,24.81,29.487179,47.619048,,,,,,
Loch Raven,hsabio,46.261682,44.635193,40.36,44.489796,62.658228,,,,,,
Loch Raven,hsaeng,40.926641,48.523207,42.44,37.394958,61.077844,,,,,,
Loch Raven,hsagov,49.367089,51.020408,,54.6875,66.363636,,,,,,
Loch Raven,hsattend,758.0,741.0,704.0,696.0,636.0,611.0,607.0,589.0,,598.0,606.0
Loch Raven,hstud,0.176757,0.6,0.97,1.05,1.58,2.0498,2.4517,3.030303,,3.790239,3.464819
Loch Raven,lesshs,,13.605349,15.965418,16.385955,13.89,11.729205,10.505141,9.227856,9.760688,10.761811,
Loch Raven,libcard,,212.788191,213.180067,176.147868,286.460715,302.266344,262.686957,212.069754,212.918817,205.669127,
Loch Raven,lifexp,,75.20043,75.852319,76.173274,76.643348,75.867936,75.188752,74.4,74.039976,,
Loch Raven,liquor,,0.195938,0.130625,0.195938,0.195938,0.195938,0.130625,0.130625,0.130625,0.130625,
Loch Raven,math3,85.925926,83.6,84.24,78.074866,66.666667,,,,,,
Loch Raven,math5,80.689655,81.29,81.07,73.913043,56.424581,,,,,,
Loch Raven,math8,29.885057,35.97,41.96,45.238095,31.666667,,,,,,
Loch Raven,mort1_,,13.592233,13.655462,14.606742,13.808976,14.184397,11.820331,12.077295,10.843373,,
Loch Raven,narc,,31.415322,29.064072,,,18.222193,26.125008,21.749069,16.720005,23.185945,14.238129
Loch Raven,nilf,23.302787,31.409748,25.437048,26.941124,24.4693,25.817381,26.199134,24.684041,25.081282,25.237733,
Loch Raven,overd,,,,,,,,,0.653125,2.090001,1.371563
Loch Raven,prenatal,54.404145,62.790698,58.522727,45.962733,44.047619,54.117647,54.97076,63.924051,67.484663,73.202614,
Loch Raven,publart,,,,,,0.130625,0.130625,0.130625,0.130625,0.130625,0.130625
Loch Raven,read3,82.962963,83.07,81.33,75.935829,69.871795,,,,,,
Loch Raven,read5,85.517241,87.68,91.18,88.043478,82.122905,,,,,,
Loch Raven,read8,52.873563,62.86,69.44,67.716535,61.157025,,,,,,
Loch Raven,ready,,61.08,73.14,78.26087,,,,,,,
Loch Raven,sclemp,78.732277,85.637823,94.728435,96.047098,99.734278,87.530562,91.753472,91.56845,92.335766,88.63892,
Loch Raven,sclsw,,5.260729,5.693431,6.042595,5.421184,5.310828,6.883546,,,4.435484,3.744799
Loch Raven,sped,13.963765,13.618211,14.96,14.840681,,,,,,,
Loch Raven,susp,7.806268,8.349515,9.310345,6.290243,,,,,,,
Loch Raven,tanf,,3.912111,5.251876,4.394427,3.81735,4.099678,3.912111,3.29582,2.518757,3.697749,
Loch Raven,teenbir,57.835821,31.716418,18.656716,24.253731,22.38806,26.119403,41.044776,20.522388,11.19403,14.925373,
Loch Raven,termbir,83.937824,84.302326,88.068182,83.850932,86.309524,94.117647,89.473684,87.974684,85.889571,84.313725,
Loch Raven,unempl,9.257528,6.453405,8.608511,8.924303,9.96992,10.223615,11.255411,8.951451,7.580121,8.225561,
Loch Raven,unempr,12.070227,9.408633,11.545293,12.215221,13.1998,11.946946,15.251056,11.885198,10.131612,11.010692,
Loch Raven,wstud,0.795404,0.76,0.51,0.44,0.64,0.54,0.8,0.733138,,1.298027,1.279318
Madison/East End,Fastfd,,4.626655,,5.012209,,,,,6.168873,,
Madison/East End,aastud,95.7377,95.64,95.37,94.71,93.18,91.36,90.21,87.085392,,86.509901,84.595635
Madison/East End,abse,13.55191,21.789883,17.1233,16.2634,18.3908,19.5122,18.6709,21.111111,,18.055556,
Madison/East End,abshs,53.27755,60.141093,56.9201,50.3968,53.2389,52.719665,50.559284,63.169643,,62.548263,
Madison/East End,absmd,24.41077,23.902439,27.0588,17.1355,18.9041,20.4545,22.3565,22.713864,,26.455026,
Madison/East End,artevnt,,,,,2.441846,1.4137,3.084436,2.056291,2.184809,1.156664,0.128518
Madison/East End,bahigher,,2.864271,3.814117,5.191194,6.07,6.332257,7.287657,8.975026,8.604464,7.699758,
Madison/East End,birthwt,85.380117,83.125,89.411765,85.294118,84.782609,85.40146,86.486486,84.848485,82.300885,80.582524,
Madison/East End,caracc,,32.129546,35.342501,,,43.696183,68.757229,71.970184,66.57242,71.841666,60.789102
Madison/East End,caslt,,140.21334,145.097031,,,102.814548,104.356766,106.670094,99.473075,83.793857,82.12312
Madison/East End,compl,77.68595,75.44,72.8972,74.2268,69.318182,82.653061,71.590909,73.0,,70.491803,66.666667
Madison/East End,drop,4.46304,5.291005,9.306569,2.777778,2.834008,4.602511,3.131991,7.366071,,5.019305,4.511278
Madison/East End,ebll,6.100796,5.949008,4.402516,3.846154,4.046243,,2.439024,4.149378,7.476636,5.982906,
Madison/East End,empl,39.233333,40.136167,43.209877,44.276498,44.085,43.049602,48.283308,49.494949,48.856598,50.351288,
Madison/East End,farms,92.745902,92.47,84.69,93.874346,,,,,,,
Madison/East End,fastfd,,,,,,,,,,2.08,
Madison/East End,gunhom,,0.385555,0.642591,1.156664,0.642591,1.028145,1.670736,0.771109,1.156664,1.4137,1.4137
Madison/East End,hsaalg,17.283951,18.181818,16.99,24.120603,29.032258,,,,,,
Madison/East End,hsabio,28.095238,24.683544,26.26,28.813559,52.083333,,,,,,
Madison/East End,hsaeng,21.585903,25.641026,24.55,27.152318,44.230769,,,,,,
Madison/East End,hsagov,28.310502,25.324675,,26.229508,48.717949,,,,,,
Madison/East End,hsattend,717.0,567.0,513.0,504.0,494.0,478.0,447.0,448.0,,259.0,266.0
Madison/East End,hstud,2.04918,2.99,3.22,3.61,4.63,6.2213,6.4539,9.597742,,10.767327,13.22208
Madison/East End,lesshs,,41.755468,41.275756,39.7219,37.99,32.580084,29.432897,26.53486,25.947835,24.188862,
Madison/East End,libcard,,330.805809,320.781391,270.916335,443.516258,466.521013,384.012338,352.782419,346.356509,319.881763,
Madison/East End,lifexp,,66.756995,67.429449,68.207253,68.74676,68.910809,68.374907,68.7,68.397149,,
Madison/East End,liquor,,1.799255,1.542218,1.670736,1.285182,1.4137,1.285182,1.28518,1.156664,1.156664,
Madison/East End,math3,73.770492,64.84,69.47,59.615385,42.537313,,,,,,
Madison/East End,math5,83.229814,62.69,69.47,55.905512,34.545455,,,,,,
Madison/East End,math8,21.463415,23.85,40.32,16.037736,24.271845,,,,,,
Madison/East End,mort1_,,14.023732,14.380531,15.513126,12.903226,12.145749,12.345679,10.130246,7.541478,,
Madison/East End,narc,,170.67215,179.796941,,,78.781648,136.357795,215.782033,163.860686,195.861714,146.253695
Madison/East End,nilf,43.176561,48.023912,41.66232,40.129032,39.6586,41.273729,35.759015,36.616162,38.661267,37.768789,
Madison/East End,overd,,,,,,,,,14.522555,15.5507,14.779591
Madison/East End,prenatal,50.292398,53.75,65.294118,41.176471,39.855072,43.065693,42.567568,60.606061,63.716814,44.660194,
Madison/East End,publart,,,,,,0.899627,0.899627,0.899627,0.899627,2.056291,2.056291
Madison/East End,read3,78.142077,61.9,54.96,59.872611,47.540984,,,,,,
Madison/East End,read5,85.714286,73.88,75.19,75.590551,65.454545,,,,,,
Madison/East End,read8,42.439024,45.05,53.17,47.663551,49.038462,,,,,,
Madison/East End,ready,,54.07,59.44,61.006289,,,,,,,
Madison/East End,sclemp,70.07874,67.424242,73.419204,76.341463,72.382398,73.59736,85.714286,90.857143,90.47619,84.913793,
Madison/East End,sclsw,,10.354691,11.52721,11.8975,11.098901,9.075724,9.503546,,,6.080347,6.939704
Madison/East End,sped,17.213115,18.186275,18.78,18.219895,,,,,,,
Madison/East End,susp,10.420475,11.740413,10.864346,8.602807,,,,,,,
Madison/East End,tanf,,24.74804,26.8757,26.483763,29.0935,22.06047,17.637178,13.605823,11.590146,12.150056,
Madison/East End,teenbir,81.012658,86.075949,75.949367,55.696203,37.974684,53.164557,32.911392,37.974684,37.974684,22.78481,
Madison/East End,termbir,83.625731,85.625,81.764706,87.5,82.608696,83.211679,83.108108,81.818182,80.530973,81.553398,
Madison/East End,unempl,12.548188,11.673863,15.614676,15.59447,15.9984,15.676669,16.324768,13.888889,12.005717,11.241218,
Madison/East End,unempr,22.082768,22.532051,26.87818,26.143387,26.627,21.227197,25.411765,21.912351,19.726027,18.250951,
Madison/East End,wstud,1.229508,1.03,0.91,1.15,1.54,1.51,2.34,2.117149,,2.227723,2.182285
Medfield/Hampden/Woodberry/Remington,Fastfd,,1.035197,,1.035197,,,,,1.035197,,
Medfield/Hampden/Woodberry/Remington,aastud,28.76254,28.27,29.92,26.28,24.42,24.31,23.09,23.898678,,23.306544,24.347826
Medfield/Hampden/Woodberry/Remington,abse,16.38298,18.51145,12.9594,16.9202,16.5067,14.6939,9.3126,13.605442,,14.868106,
Medfield/Hampden/Woodberry/Remington,abshs,41.20879,35.135135,39.3393,30.8383,36.6559,27.046263,29.151292,36.016949,,30.733945,
Medfield/Hampden/Woodberry/Remington,absmd,15.47619,19.649123,10.8614,13.8889,18.4739,21.6327,20.4255,13.852814,,15.254237,
Medfield/Hampden/Woodberry/Remington,artevnt,,,,,0.920175,1.150219,1.092708,1.035197,1.322751,1.207729,0.862664
Medfield/Hampden/Woodberry/Remington,bahigher,,47.128341,48.59459,50.070837,51.42,52.365954,54.767907,55.760614,58.145197,58.49502,
Medfield/Hampden/Woodberry/Remington,birthwt,91.0,93.449782,91.769547,94.570136,91.666667,85.897436,91.414141,92.511013,91.981132,90.366972,
Medfield/Hampden/Woodberry/Remington,caracc,,43.938348,41.350357,,,75.856913,91.672418,95.928226,94.260409,86.726478,83.678399
Medfield/Hampden/Woodberry/Remington,caslt,,64.757304,62.571889,,,48.309179,43.018173,45.548654,34.391534,33.413849,26.800092
Medfield/Hampden/Woodberry/Remington,compl,77.94118,81.08,78.08219,78.26087,80.357143,92.45283,85.915493,89.130435,,93.478261,93.023256
Medfield/Hampden/Woodberry/Remington,drop,3.571429,5.705706,2.678571,1.497006,4.501608,4.626334,1.476015,2.542373,,2.752294,1.801802
Medfield/Hampden/Woodberry/Remington,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Medfield/Hampden/Woodberry/Remington,empl,67.233333,67.285676,78.214657,78.265739,77.7402,78.1489,78.769428,79.738723,81.183846,82.882067,
Medfield/Hampden/Woodberry/Remington,farms,66.220736,69.25,62.41,67.739464,,,,,,,
Medfield/Hampden/Woodberry/Remington,fastfd,,,,,,,,,,1.34,
Medfield/Hampden/Woodberry/Remington,gunhom,,0.0,0.0,0.057511,,0.057511,0.0,0.0,0.0,0.057511,0.0
Medfield/Hampden/Woodberry/Remington,hsaalg,37.226277,32.53012,29.41,46.052632,55.0,,,,,,
Medfield/Hampden/Woodberry/Remington,hsabio,60.674157,55.681818,60.92,60.43956,77.922078,,,,,,
Medfield/Hampden/Woodberry/Remington,hsaeng,54.444444,56.043956,54.02,56.756757,75.308642,,,,,,
Medfield/Hampden/Woodberry/Remington,hsagov,59.090909,62.376238,,56.410256,85.714286,,,,,,
Medfield/Hampden/Woodberry/Remington,hsattend,364.0,333.0,333.0,334.0,311.0,281.0,271.0,236.0,,218.0,222.0
Medfield/Hampden/Woodberry/Remington,hstud,4.09699,4.84,4.74,5.75,5.46,6.6929,8.046,8.370044,,8.955224,10.186335
Medfield/Hampden/Woodberry/Remington,lesshs,,17.229079,15.145087,14.644695,14.47,13.961324,12.005042,11.331359,10.90453,9.494651,
Medfield/Hampden/Woodberry/Remington,libcard,,328.329883,305.325512,254.830918,391.706924,404.186795,327.697262,295.606165,305.440534,323.671498,
Medfield/Hampden/Woodberry/Remington,lifexp,,75.547766,75.878346,76.417461,76.209851,76.527058,76.797883,76.6,76.648677,,
Medfield/Hampden/Woodberry/Remington,liquor,,1.207729,1.207729,1.035197,1.035197,1.035197,1.035197,1.0352,1.150219,1.092708,
Medfield/Hampden/Woodberry/Remington,math3,95.294118,79.52,93.4,90.09901,69.0,,,,,,
Medfield/Hampden/Woodberry/Remington,math5,88.732394,87.63,84.04,78.947368,64.367816,,,,,,
Medfield/Hampden/Woodberry/Remington,math8,50.724638,56.67,58.1,59.090909,58.108108,,,,,,
Medfield/Hampden/Woodberry/Remington,mort1_,,6.283662,7.067138,4.444444,7.092199,6.884682,4.401408,4.464286,4.508566,,
Medfield/Hampden/Woodberry/Remington,narc,,22.084196,20.646423,,,25.41983,30.078215,39.970094,29.100529,17.540833,13.917644
Medfield/Hampden/Woodberry/Remington,nilf,20.614171,28.700745,16.974347,16.302696,16.393,15.927891,16.135235,15.298661,14.215926,13.965929,
Medfield/Hampden/Woodberry/Remington,overd,,,,,,,,,4.025765,3.853232,2.818035
Medfield/Hampden/Woodberry/Remington,prenatal,66.5,68.995633,67.901235,61.538462,66.25,67.948718,69.191919,75.330396,77.358491,80.733945,
Medfield/Hampden/Woodberry/Remington,publart,,,,,,0.862664,0.862664,0.862664,0.862664,0.862664,0.862664
Medfield/Hampden/Woodberry/Remington,read3,88.235294,85.37,89.32,76.0,78.666667,,,,,,
Medfield/Hampden/Woodberry/Remington,read5,92.957746,90.53,91.58,83.783784,89.534884,,,,,,
Medfield/Hampden/Woodberry/Remington,read8,69.565217,74.73,73.79,80.0,75.675676,,,,,,
Medfield/Hampden/Woodberry/Remington,ready,,44.79,50.83,68.0,,,,,,,
Medfield/Hampden/Woodberry/Remington,sclemp,81.773399,86.792453,86.666667,83.72093,86.259542,72.945892,86.796537,92.420538,97.435897,97.988506,
Medfield/Hampden/Woodberry/Remington,sclsw,,3.765324,4.367201,4.496403,3.051643,3.165584,5.433647,,,1.626794,1.243523
Medfield/Hampden/Woodberry/Remington,sped,14.046823,13.616071,13.91,14.252874,,,,,,,
Medfield/Hampden/Woodberry/Remington,susp,5.72973,4.426378,5.390836,3.776978,,,,,,,
Medfield/Hampden/Woodberry/Remington,tanf,,2.684758,2.309469,2.136259,1.70767,1.674365,1.501155,1.356813,0.837182,1.212471,
Medfield/Hampden/Woodberry/Remington,teenbir,58.823529,44.117647,44.117647,7.352941,14.705882,36.764706,7.352941,22.058824,18.382353,7.352941,
Medfield/Hampden/Woodberry/Remington,termbir,90.0,92.139738,90.946502,91.855204,89.583333,86.324786,88.383838,92.511013,91.981132,90.825688,
Medfield/Hampden/Woodberry/Remington,unempl,4.285272,3.933706,5.074722,5.431565,5.36778,5.923209,6.168883,4.395695,4.347826,3.152004,
Medfield/Hampden/Woodberry/Remington,unempr,5.398032,5.523364,6.119302,6.515064,6.4588,6.569722,7.355751,5.224609,5.083294,3.663669,
Medfield/Hampden/Woodberry/Remington,wstud,57.6087,58.56,56.62,59.92,60.41,58.66,58.31,57.15859,,59.701493,58.136646
Midtown,Fastfd,,2.063915,,2.596538,,,,,2.52996,,
Midtown,aastud,82.24956,78.41,77.8,75.25,75.94,70.73,72.09,69.437653,,66.381766,67.826087
Midtown,abse,9.387755,18.269231,10.8374,11.1675,15.6566,16.6667,22.9592,15.425532,,15.384615,
Midtown,abshs,34.93976,41.610738,40.1316,32.6241,41.3223,34.482759,30.252101,45.454545,,36.538462,
Midtown,absmd,22.42991,11.25,14.2857,10.8696,22.8571,20.3704,11.3402,16.853933,,28.205128,
Midtown,artevnt,,,,,2.463382,2.330226,5.925433,6.458056,2.130493,1.731025,1.398136
Midtown,bahigher,,57.165016,56.489649,58.21722,62.0,60.562057,60.400679,62.709892,63.240979,60.918201,
Midtown,birthwt,90.178571,90.410959,91.735537,91.089109,85.59322,86.315789,90.909091,92.792793,96.551724,94.495413,
Midtown,caracc,,68.175766,61.984021,,,122.170439,135.219707,130.026631,136.418109,127.962716,90.945406
Midtown,caslt,,66.977364,71.105193,,,63.848202,75.699068,73.635153,73.235686,64.047936,47.669774
Midtown,compl,67.64706,75.0,91.42857,80.55556,78.787879,74.074074,76.923077,80.645161,,81.481481,83.333333
Midtown,drop,5.421687,4.026846,3.205128,2.12766,4.132231,0.862069,2.521008,1.515151,,,4.761905
Midtown,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Midtown,empl,58.775,57.278912,62.687255,61.333231,67.708,71.135659,72.558284,75.780356,77.721742,76.166627,
Midtown,farms,75.746924,73.5,65.49,69.70297,,,,,,,
Midtown,fastfd,,,,,,,,,,0.97,
Midtown,gunhom,,0.133156,0.066578,0.066578,0.133156,0.0,0.199734,0.0,0.0,0.0,0.0
Midtown,hsaalg,28.070175,28.571429,24.0,23.684211,35.0,,,,,,
Midtown,hsabio,53.333333,49.019608,30.43,42.592593,64.285714,,,,,,
Midtown,hsaeng,56.25,47.826087,37.78,41.666667,54.545455,,,,,,
Midtown,hsagov,50.0,43.181818,,52.941176,64.0,,,,,,
Midtown,hsattend,166.0,149.0,152.0,141.0,121.0,116.0,119.0,132.0,,104.0,105.0
Midtown,hstud,2.28471,4.17,5.6,6.93,6.6,7.3171,8.7379,8.801956,,9.68661,7.826087
Midtown,lesshs,,14.380059,13.69937,12.8796,10.97,10.472367,10.380483,9.127182,7.627255,8.389653,
Midtown,libcard,,386.08522,363.182423,309.920107,462.050599,470.439414,412.117177,334.886818,353.528628,408.788282,
Midtown,lifexp,,74.802659,75.99685,75.980495,75.703832,76.371301,76.678397,76.3,76.705063,,
Midtown,liquor,,1.930759,1.930759,1.930759,1.797603,1.797603,1.864181,1.7976,1.731025,1.664447,
Midtown,math3,70.0,71.05,89.47,79.310345,48.837209,,,,,,
Midtown,math5,72.727273,63.41,83.33,73.529412,72.5,,,,,,
Midtown,math8,23.255814,25.0,35.29,41.666667,30.30303,,,,,,
Midtown,mort1_,,11.538462,7.633588,7.76699,11.235955,9.67118,9.363296,9.541985,9.861933,,
Midtown,narc,,28.628495,33.688415,,,15.579228,18.442077,20.106525,15.113182,10.652463,7.523302
Midtown,nilf,29.965853,38.598639,32.695706,32.107637,26.978,23.937058,22.624119,19.349567,17.979507,19.02377,
Midtown,overd,,,,,,,,,6.724368,10.519308,8.388815
Midtown,prenatal,67.857143,58.90411,66.115702,66.336634,52.542373,60.0,63.636364,72.972973,73.563218,77.981651,
Midtown,publart,,,,,,4.993342,4.993342,4.993342,4.993342,4.793609,4.793609
Midtown,read3,85.0,68.42,81.58,73.333333,77.419355,,,,,,
Midtown,read5,87.878788,78.05,83.33,74.285714,92.682927,,,,,,
Midtown,read8,41.860465,60.0,82.35,75.0,60.606061,,,,,,
Midtown,ready,,58.54,73.68,72.5,,,,,,,
Midtown,sclemp,99.059025,99.168556,98.852604,98.971963,98.388953,97.214854,100.0,100.0,96.039604,95.509499,
Midtown,sclsw,,5.949657,8.86918,7.209302,7.114624,5.918367,9.951456,,,3.971963,3.722084
Midtown,sped,17.047452,14.393939,13.06,13.069307,,,,,,,
Midtown,susp,10.0,7.055961,8.295964,6.744186,,,,,,,
Midtown,tanf,,5.3407,6.936771,6.015961,4.27489,4.788214,5.954573,4.604052,4.358502,5.3407,
Midtown,teenbir,8.012821,4.807692,4.807692,3.205128,6.410256,3.205128,1.602564,9.615385,0.0,1.602564,
Midtown,termbir,89.285714,86.30137,93.38843,94.059406,80.508475,82.105263,89.89899,90.09009,94.252874,90.825688,
Midtown,unempl,4.655618,4.122449,4.947377,6.559132,5.29042,4.927283,5.491441,4.739336,4.074608,4.539312,
Midtown,unempr,6.647639,6.713938,7.353277,9.66325,7.24731,5.91942,7.097097,5.885935,4.981405,5.624507,
Midtown,wstud,10.36907,12.69,12.31,14.65,13.68,16.83,15.05,17.359413,,23.076923,23.478261
Midway/Coldstream,Fastfd,,2.078138,,2.389859,,,,,2.078138,,
Midway/Coldstream,aastud,98.49199,99.2,98.92,98.61,98.65,98.0,96.82,96.005416,,95.874126,95.697329
Midway/Coldstream,abse,15.6,19.722222,15.8798,11.0325,17.0532,19.9732,15.3409,20.178042,,28.549142,
Midway/Coldstream,abshs,44.56982,51.919866,48.9286,44.5026,40.1434,44.296578,44.632768,59.354839,,53.333333,
Midway/Coldstream,absmd,22.17391,25.062035,21.3075,16.8514,21.4797,24.0741,22.973,26.035503,,22.033898,
Midway/Coldstream,artevnt,,,,,2.078138,1.66251,1.35079,1.142976,1.766417,1.870324,0.207814
Midway/Coldstream,bahigher,,4.241167,4.75899,5.799621,7.12,8.203745,9.112558,9.548207,9.492169,10.794193,
Midway/Coldstream,birthwt,79.365079,85.454545,84.153005,87.5,88.157895,83.606557,88.888889,82.075472,81.132075,86.956522,
Midway/Coldstream,caracc,,55.798005,62.240233,,,62.65586,77.722361,73.981712,71.38404,67.643392,49.563591
Midway/Coldstream,caslt,,135.286783,126.142976,,,82.294264,106.088944,92.16542,83.748961,69.513716,61.928512
Midway/Coldstream,compl,81.81818,76.19,73.04965,70.17544,85.0,83.035714,81.25,77.777778,,75.0,75.0
Midway/Coldstream,drop,4.090268,4.507512,4.886562,2.966841,2.508961,3.422053,3.578154,4.731183,,5.057471,1.428571
Midway/Coldstream,ebll,6.140351,5.487805,6.140351,5.371901,6.25,4.975124,2.45098,3.859649,0.0,0.0,
Midway/Coldstream,empl,50.966667,48.677915,55.775098,55.531284,53.1455,49.503076,51.029866,50.506073,47.701633,47.053634,
Midway/Coldstream,farms,88.689915,90.33,81.87,92.322932,,,,,,,
Midway/Coldstream,fastfd,,,,,,,,,,0.46,
Midway/Coldstream,gunhom,,1.142976,0.519534,1.142976,0.415628,1.142976,1.66251,1.246883,0.727348,1.142976,1.039069
Midway/Coldstream,hsaalg,26.171875,22.488038,22.34,21.428571,28.813559,,,,,,
Midway/Coldstream,hsabio,37.430168,28.108108,31.32,32.0,40.944882,,,,,,
Midway/Coldstream,hsaeng,36.0,36.756757,35.03,26.630435,43.939394,,,,,,
Midway/Coldstream,hsagov,52.777778,42.948718,,30.337079,56.382979,,,,,,
Midway/Coldstream,hsattend,709.0,599.0,560.0,573.0,558.0,526.0,531.0,465.0,,435.0,420.0
Midway/Coldstream,hstud,0.094251,0.25,0.31,0.54,0.64,1.1515,1.4953,2.369668,,2.307692,2.373887
Midway/Coldstream,lesshs,,27.273081,23.840857,24.889381,26.78,28.498889,30.830291,31.097656,28.603069,27.07088,
Midway/Coldstream,libcard,,275.249377,230.673317,207.917706,392.352452,419.887781,410.84788,320.344971,315.045719,287.822111,
Midway/Coldstream,lifexp,,66.107661,67.93405,68.797277,69.436659,68.997502,68.19337,67.6,68.134778,,
Midway/Coldstream,liquor,,1.454697,1.558603,1.246883,1.35079,1.142976,1.35079,1.24688,1.35079,1.246883,
Midway/Coldstream,math3,76.99115,76.42,74.8,63.043478,43.478261,,,,,,
Midway/Coldstream,math5,69.512195,63.64,67.54,57.352941,45.0,,,,,,
Midway/Coldstream,math8,29.92126,40.19,39.45,29.710145,20.289855,,,,,,
Midway/Coldstream,mort1_,,10.638298,15.36643,8.805031,12.970169,13.03781,14.945652,13.657056,16.10306,,
Midway/Coldstream,narc,,159.704904,127.701579,,,108.270989,110.453034,125.519534,148.171239,98.399834,54.239401
Midway/Coldstream,nilf,33.606905,41.840846,32.718291,32.766422,32.4316,32.654993,31.874356,32.034413,35.022731,38.637968,
Midway/Coldstream,overd,,,,,,,,,6.753948,12.364921,9.975062
Midway/Coldstream,prenatal,45.238095,53.333333,51.36612,38.888889,42.763158,53.278689,45.185185,56.603774,58.490566,55.434783,
Midway/Coldstream,publart,,,,,,0.623441,0.623441,0.623441,0.623441,0.623441,0.623441
Midway/Coldstream,read3,76.99115,71.77,62.5,60.144928,54.166667,,,,,,
Midway/Coldstream,read5,84.146341,80.45,70.18,74.264706,71.900826,,,,,,
Midway/Coldstream,read8,47.244094,61.68,60.55,51.408451,47.826087,,,,,,
Midway/Coldstream,ready,,54.81,75.69,79.661017,,,,,,,
Midway/Coldstream,sclemp,81.660232,82.758621,80.693069,78.458498,88.636364,64.627151,76.237624,83.286908,85.371703,82.07024,
Midway/Coldstream,sclsw,,10.917538,9.881657,10.34084,10.054754,8.677686,8.785047,,,7.760664,6.112161
Midway/Coldstream,sped,17.624882,17.059709,17.26,17.682021,,,,,,,
Midway/Coldstream,susp,10.269576,12.941881,11.117753,10.225303,,,,,,,
Midway/Coldstream,tanf,,15.370946,18.480675,16.215016,17.4354,15.015549,14.260329,11.950244,10.262106,11.594847,
Midway/Coldstream,teenbir,53.738318,79.439252,65.420561,58.411215,51.401869,32.71028,46.728972,28.037383,18.691589,21.028037,
Midway/Coldstream,termbir,85.714286,81.818182,80.874317,88.194444,88.157895,85.245902,82.962963,82.075472,79.245283,85.869565,
Midway/Coldstream,unempl,9.042026,9.481239,11.753596,11.702294,14.1988,17.841931,17.250257,17.459514,17.275636,14.308398,
Midway/Coldstream,unempr,13.618926,16.30223,17.480553,17.44186,21.0839,21.658368,25.32124,25.688757,26.587199,23.317999,
Midway/Coldstream,wstud,0.188501,0.25,0.31,0.35,0.23,0.42,0.87,0.947867,,1.958042,2.002967
Morrell Park/Violetville,Fastfd,,1.115573,,1.67336,,,,,1.338688,,
Morrell Park/Violetville,aastud,22.35897,26.59,25.21,28.0,28.91,31.16,35.38,39.611872,,42.282609,44.654788
Morrell Park/Violetville,abse,17.01632,16.703297,16.2946,16.06,20.6278,22.0044,18.9815,21.461187,,24.336283,
Morrell Park/Violetville,abshs,26.44231,39.655172,40.6114,38.1579,35.7447,36.986301,37.823834,53.521127,,55.0,
